start,end,hour_count
2020-09-16T12:00:00.000Z,2020-09-16T13:00:00.000Z,453
2020-09-16T13:00:00.000Z,2020-09-16T14:00:00.000Z,566
2020-09-16T14:00:00.000Z,2020-09-16T15:00:00.000Z,602
2020-09-16T15:00:00.000Z,2020-09-16T16:00:00.000Z,612
2020-09-16T16:00:00.000Z,2020-09-16T17:00:00.000Z,654
2020-09-16T17:00:00.000Z,2020-09-16T18:00:00.000Z,594
2020-09-16T18:00:00.000Z,2020-09-16T19:00:00.000Z,555
2020-09-16T19:00:00.000Z,2020-09-16T20:00:00.000Z,527
2020-09-16T20:00:00.000Z,2020-09-16T21:00:00.000Z,480
2020-09-16T21:00:00.000Z,2020-09-16T22:00:00.000Z,477
2020-09-16T22:00:00.000Z,2020-09-16T23:00:00.000Z,478
2020-09-16T23:00:00.000Z,2020-09-17T00:00:00.000Z,501
2020-09-17T00:00:00.000Z,2020-09-17T01:00:00.000Z,469
2020-09-17T01:00:00.000Z,2020-09-17T02:00:00.000Z,489
2020-09-17T02:00:00.000Z,2020-09-17T03:00:00.000Z,501
2020-09-17T03:00:00.000Z,2020-09-17T04:00:00.000Z,426
2020-09-17T04:00:00.000Z,2020-09-17T05:00:00.000Z,378
2020-09-17T05:00:00.000Z,2020-09-17T06:00:00.000Z,258
2020-09-17T06:00:00.000Z,2020-09-17T07:00:00.000Z,302
2020-09-17T07:00:00.000Z,2020-09-17T08:00:00.000Z,249
2020-09-17T08:00:00.000Z,2020-09-17T09:00:00.000Z,235
2020-09-17T09:00:00.000Z,2020-09-17T10:00:00.000Z,334
2020-09-17T10:00:00.000Z,2020-09-17T11:00:00.000Z,284
2020-09-17T11:00:00.000Z,2020-09-17T12:00:00.000Z,425
2020-09-17T12:00:00.000Z,2020-09-17T13:00:00.000Z,575
2020-09-17T13:00:00.000Z,2020-09-17T14:00:00.000Z,626
2020-09-17T14:00:00.000Z,2020-09-17T15:00:00.000Z,616
2020-09-17T15:00:00.000Z,2020-09-17T16:00:00.000Z,647
2020-09-17T16:00:00.000Z,2020-09-17T17:00:00.000Z,585
2020-09-17T17:00:00.000Z,2020-09-17T18:00:00.000Z,603
2020-09-17T18:00:00.000Z,2020-09-17T19:00:00.000Z,612
2020-09-17T19:00:00.000Z,2020-09-17T20:00:00.000Z,731
2020-09-17T20:00:00.000Z,2020-09-17T21:00:00.000Z,626
2020-09-17T21:00:00.000Z,2020-09-17T22:00:00.000Z,636
2020-09-17T22:00:00.000Z,2020-09-17T23:00:00.000Z,647
2020-09-17T23:00:00.000Z,2020-09-18T00:00:00.000Z,745
2020-09-18T00:00:00.000Z,2020-09-18T01:00:00.000Z,549
2020-09-18T01:00:00.000Z,2020-09-18T02:00:00.000Z,550
2020-09-18T02:00:00.000Z,2020-09-18T03:00:00.000Z,452
2020-09-18T03:00:00.000Z,2020-09-18T04:00:00.000Z,369
2020-09-18T04:00:00.000Z,2020-09-18T05:00:00.000Z,328
2020-09-18T05:00:00.000Z,2020-09-18T06:00:00.000Z,259
2020-09-18T06:00:00.000Z,2020-09-18T07:00:00.000Z,273
2020-09-18T07:00:00.000Z,2020-09-18T08:00:00.000Z,272
2020-09-18T08:00:00.000Z,2020-09-18T09:00:00.000Z,276
2020-09-18T09:00:00.000Z,2020-09-18T10:00:00.000Z,249
2020-09-18T10:00:00.000Z,2020-09-18T11:00:00.000Z,235
2020-09-18T11:00:00.000Z,2020-09-18T12:00:00.000Z,341
2020-09-18T12:00:00.000Z,2020-09-18T13:00:00.000Z,395
2020-09-18T13:00:00.000Z,2020-09-18T14:00:00.000Z,438
2020-09-18T14:00:00.000Z,2020-09-18T15:00:00.000Z,528
2020-09-18T15:00:00.000Z,2020-09-18T16:00:00.000Z,553
2020-09-18T16:00:00.000Z,2020-09-18T17:00:00.000Z,571
2020-09-18T17:00:00.000Z,2020-09-18T18:00:00.000Z,487
2020-09-18T18:00:00.000Z,2020-09-18T19:00:00.000Z,508
2020-09-18T19:00:00.000Z,2020-09-18T20:00:00.000Z,514
2020-09-18T20:00:00.000Z,2020-09-18T21:00:00.000Z,504
2020-09-18T21:00:00.000Z,2020-09-18T22:00:00.000Z,508
2020-09-18T22:00:00.000Z,2020-09-18T23:00:00.000Z,482
2020-09-18T23:00:00.000Z,2020-09-19T00:00:00.000Z,428
2020-09-19T00:00:00.000Z,2020-09-19T01:00:00.000Z,386
2020-09-19T01:00:00.000Z,2020-09-19T02:00:00.000Z,442
2020-09-19T02:00:00.000Z,2020-09-19T03:00:00.000Z,351
2020-09-19T03:00:00.000Z,2020-09-19T04:00:00.000Z,351
2020-09-19T04:00:00.000Z,2020-09-19T05:00:00.000Z,296
2020-09-19T05:00:00.000Z,2020-09-19T06:00:00.000Z,283
2020-09-19T06:00:00.000Z,2020-09-19T07:00:00.000Z,238
2020-09-19T07:00:00.000Z,2020-09-19T08:00:00.000Z,265
2020-09-19T08:00:00.000Z,2020-09-19T09:00:00.000Z,213
2020-09-19T09:00:00.000Z,2020-09-19T10:00:00.000Z,178
2020-09-19T10:00:00.000Z,2020-09-19T11:00:00.000Z,232
2020-09-19T11:00:00.000Z,2020-09-19T12:00:00.000Z,295
2020-09-19T12:00:00.000Z,2020-09-19T13:00:00.000Z,381
2020-09-19T13:00:00.000Z,2020-09-19T14:00:00.000Z,388
2020-09-19T14:00:00.000Z,2020-09-19T15:00:00.000Z,412
2020-09-19T15:00:00.000Z,2020-09-19T16:00:00.000Z,439
2020-09-19T16:00:00.000Z,2020-09-19T17:00:00.000Z,413
2020-09-19T17:00:00.000Z,2020-09-19T18:00:00.000Z,490
2020-09-19T18:00:00.000Z,2020-09-19T19:00:00.000Z,496
2020-09-19T19:00:00.000Z,2020-09-19T20:00:00.000Z,616
2020-09-19T20:00:00.000Z,2020-09-19T21:00:00.000Z,540
2020-09-19T21:00:00.000Z,2020-09-19T22:00:00.000Z,497
2020-09-19T22:00:00.000Z,2020-09-19T23:00:00.000Z,466
2020-09-19T23:00:00.000Z,2020-09-20T00:00:00.000Z,410
2020-09-20T00:00:00.000Z,2020-09-20T01:00:00.000Z,345
2020-09-20T01:00:00.000Z,2020-09-20T02:00:00.000Z,337
2020-09-20T02:00:00.000Z,2020-09-20T03:00:00.000Z,373
2020-09-20T03:00:00.000Z,2020-09-20T04:00:00.000Z,376
2020-09-20T04:00:00.000Z,2020-09-20T05:00:00.000Z,298
2020-09-20T05:00:00.000Z,2020-09-20T06:00:00.000Z,235
2020-09-20T06:00:00.000Z,2020-09-20T07:00:00.000Z,244
2020-09-20T07:00:00.000Z,2020-09-20T08:00:00.000Z,222
2020-09-20T08:00:00.000Z,2020-09-20T09:00:00.000Z,228
2020-09-20T09:00:00.000Z,2020-09-20T10:00:00.000Z,273
2020-09-20T10:00:00.000Z,2020-09-20T11:00:00.000Z,279
2020-09-20T11:00:00.000Z,2020-09-20T12:00:00.000Z,289
2020-09-20T12:00:00.000Z,2020-09-20T13:00:00.000Z,344
2020-09-20T13:00:00.000Z,2020-09-20T14:00:00.000Z,499
2020-09-20T14:00:00.000Z,2020-09-20T15:00:00.000Z,541
2020-09-20T15:00:00.000Z,2020-09-20T16:00:00.000Z,540
2020-09-20T16:00:00.000Z,2020-09-20T17:00:00.000Z,544
2020-09-20T17:00:00.000Z,2020-09-20T18:00:00.000Z,653
2020-09-20T18:00:00.000Z,2020-09-20T19:00:00.000Z,525
2020-09-20T19:00:00.000Z,2020-09-20T20:00:00.000Z,565
2020-09-20T20:00:00.000Z,2020-09-20T21:00:00.000Z,444
2020-09-20T21:00:00.000Z,2020-09-20T22:00:00.000Z,425
2020-09-20T22:00:00.000Z,2020-09-20T23:00:00.000Z,402
2020-09-20T23:00:00.000Z,2020-09-21T00:00:00.000Z,396
2020-09-21T00:00:00.000Z,2020-09-21T01:00:00.000Z,437
2020-09-21T01:00:00.000Z,2020-09-21T02:00:00.000Z,416
2020-09-21T02:00:00.000Z,2020-09-21T03:00:00.000Z,428
2020-09-21T03:00:00.000Z,2020-09-21T04:00:00.000Z,302
2020-09-21T04:00:00.000Z,2020-09-21T05:00:00.000Z,271
2020-09-21T05:00:00.000Z,2020-09-21T06:00:00.000Z,234
2020-09-21T06:00:00.000Z,2020-09-21T07:00:00.000Z,183
2020-09-21T07:00:00.000Z,2020-09-21T08:00:00.000Z,193
2020-09-21T08:00:00.000Z,2020-09-21T09:00:00.000Z,180
2020-09-21T09:00:00.000Z,2020-09-21T10:00:00.000Z,184
2020-09-21T10:00:00.000Z,2020-09-21T11:00:00.000Z,247
2020-09-21T11:00:00.000Z,2020-09-21T12:00:00.000Z,285
2020-09-21T12:00:00.000Z,2020-09-21T13:00:00.000Z,367
2020-09-21T13:00:00.000Z,2020-09-21T14:00:00.000Z,454
2020-09-21T14:00:00.000Z,2020-09-21T15:00:00.000Z,479
2020-09-21T15:00:00.000Z,2020-09-21T16:00:00.000Z,608
2020-09-21T16:00:00.000Z,2020-09-21T17:00:00.000Z,616
2020-09-21T17:00:00.000Z,2020-09-21T18:00:00.000Z,481
2020-09-21T18:00:00.000Z,2020-09-21T19:00:00.000Z,519
2020-09-21T19:00:00.000Z,2020-09-21T20:00:00.000Z,535
2020-09-21T20:00:00.000Z,2020-09-21T21:00:00.000Z,570
2020-09-21T21:00:00.000Z,2020-09-21T22:00:00.000Z,498
2020-09-21T22:00:00.000Z,2020-09-21T23:00:00.000Z,588
2020-09-21T23:00:00.000Z,2020-09-22T00:00:00.000Z,527
2020-09-22T00:00:00.000Z,2020-09-22T01:00:00.000Z,506
2020-09-22T01:00:00.000Z,2020-09-22T02:00:00.000Z,427
2020-09-22T02:00:00.000Z,2020-09-22T03:00:00.000Z,441
2020-09-22T03:00:00.000Z,2020-09-22T04:00:00.000Z,347
2020-09-22T04:00:00.000Z,2020-09-22T05:00:00.000Z,297
2020-09-22T05:00:00.000Z,2020-09-22T06:00:00.000Z,272
2020-09-22T06:00:00.000Z,2020-09-22T07:00:00.000Z,194
2020-09-22T07:00:00.000Z,2020-09-22T08:00:00.000Z,220
2020-09-22T08:00:00.000Z,2020-09-22T09:00:00.000Z,170
2020-09-22T09:00:00.000Z,2020-09-22T10:00:00.000Z,166
2020-09-22T10:00:00.000Z,2020-09-22T11:00:00.000Z,207
2020-09-22T11:00:00.000Z,2020-09-22T12:00:00.000Z,326
2020-09-22T12:00:00.000Z,2020-09-22T13:00:00.000Z,335
2020-09-22T13:00:00.000Z,2020-09-22T14:00:00.000Z,482
2020-09-22T14:00:00.000Z,2020-09-22T15:00:00.000Z,512
2020-09-22T15:00:00.000Z,2020-09-22T16:00:00.000Z,567
2020-09-22T16:00:00.000Z,2020-09-22T17:00:00.000Z,603
2020-09-22T17:00:00.000Z,2020-09-22T18:00:00.000Z,656
2020-09-22T18:00:00.000Z,2020-09-22T19:00:00.000Z,612
2020-09-22T19:00:00.000Z,2020-09-22T20:00:00.000Z,513
2020-09-22T20:00:00.000Z,2020-09-22T21:00:00.000Z,447
2020-09-22T21:00:00.000Z,2020-09-22T22:00:00.000Z,458
2020-09-22T22:00:00.000Z,2020-09-22T23:00:00.000Z,480
2020-09-22T23:00:00.000Z,2020-09-23T00:00:00.000Z,494
2020-09-23T00:00:00.000Z,2020-09-23T01:00:00.000Z,442
2020-09-23T01:00:00.000Z,2020-09-23T02:00:00.000Z,486
2020-09-23T02:00:00.000Z,2020-09-23T03:00:00.000Z,512
2020-09-23T03:00:00.000Z,2020-09-23T04:00:00.000Z,397
2020-09-23T04:00:00.000Z,2020-09-23T05:00:00.000Z,318
2020-09-23T05:00:00.000Z,2020-09-23T06:00:00.000Z,226
2020-09-23T06:00:00.000Z,2020-09-23T07:00:00.000Z,230
2020-09-23T07:00:00.000Z,2020-09-23T08:00:00.000Z,256
2020-09-23T08:00:00.000Z,2020-09-23T09:00:00.000Z,184
2020-09-23T09:00:00.000Z,2020-09-23T10:00:00.000Z,212
2020-09-23T10:00:00.000Z,2020-09-23T11:00:00.000Z,230
2020-09-23T11:00:00.000Z,2020-09-23T12:00:00.000Z,364
2020-09-23T12:00:00.000Z,2020-09-23T13:00:00.000Z,417
2020-09-23T13:00:00.000Z,2020-09-23T14:00:00.000Z,491
2020-09-23T14:00:00.000Z,2020-09-23T15:00:00.000Z,541
2020-09-23T15:00:00.000Z,2020-09-23T16:00:00.000Z,538
2020-09-23T16:00:00.000Z,2020-09-23T17:00:00.000Z,685
2020-09-23T17:00:00.000Z,2020-09-23T18:00:00.000Z,2132
2020-09-23T18:00:00.000Z,2020-09-23T19:00:00.000Z,3167
2020-09-23T19:00:00.000Z,2020-09-23T20:00:00.000Z,2453
2020-09-23T20:00:00.000Z,2020-09-23T21:00:00.000Z,2391
2020-09-23T21:00:00.000Z,2020-09-23T22:00:00.000Z,2359
2020-09-23T22:00:00.000Z,2020-09-23T23:00:00.000Z,2066
2020-09-23T23:00:00.000Z,2020-09-24T00:00:00.000Z,2265
2020-09-24T00:00:00.000Z,2020-09-24T01:00:00.000Z,2471
2020-09-24T01:00:00.000Z,2020-09-24T02:00:00.000Z,2669
2020-09-24T02:00:00.000Z,2020-09-24T03:00:00.000Z,2710
2020-09-24T03:00:00.000Z,2020-09-24T04:00:00.000Z,1902
2020-09-24T04:00:00.000Z,2020-09-24T05:00:00.000Z,1259
2020-09-24T05:00:00.000Z,2020-09-24T06:00:00.000Z,948
2020-09-24T06:00:00.000Z,2020-09-24T07:00:00.000Z,723
2020-09-24T07:00:00.000Z,2020-09-24T08:00:00.000Z,625
2020-09-24T08:00:00.000Z,2020-09-24T09:00:00.000Z,489
2020-09-24T09:00:00.000Z,2020-09-24T10:00:00.000Z,420
2020-09-24T10:00:00.000Z,2020-09-24T11:00:00.000Z,583
2020-09-24T11:00:00.000Z,2020-09-24T12:00:00.000Z,1065
2020-09-24T12:00:00.000Z,2020-09-24T13:00:00.000Z,1119
2020-09-24T13:00:00.000Z,2020-09-24T14:00:00.000Z,1456
2020-09-24T14:00:00.000Z,2020-09-24T15:00:00.000Z,1750
2020-09-24T15:00:00.000Z,2020-09-24T16:00:00.000Z,1483
2020-09-24T16:00:00.000Z,2020-09-24T17:00:00.000Z,1375
2020-09-24T17:00:00.000Z,2020-09-24T18:00:00.000Z,1362
2020-09-24T18:00:00.000Z,2020-09-24T19:00:00.000Z,1173
2020-09-24T19:00:00.000Z,2020-09-24T20:00:00.000Z,1079
2020-09-24T20:00:00.000Z,2020-09-24T21:00:00.000Z,975
2020-09-24T21:00:00.000Z,2020-09-24T22:00:00.000Z,864
2020-09-24T22:00:00.000Z,2020-09-24T23:00:00.000Z,810
2020-09-24T23:00:00.000Z,2020-09-25T00:00:00.000Z,799
2020-09-25T00:00:00.000Z,2020-09-25T01:00:00.000Z,953
2020-09-25T01:00:00.000Z,2020-09-25T02:00:00.000Z,794
2020-09-25T02:00:00.000Z,2020-09-25T03:00:00.000Z,692
2020-09-25T03:00:00.000Z,2020-09-25T04:00:00.000Z,726
2020-09-25T04:00:00.000Z,2020-09-25T05:00:00.000Z,629
2020-09-25T05:00:00.000Z,2020-09-25T06:00:00.000Z,545
2020-09-25T06:00:00.000Z,2020-09-25T07:00:00.000Z,411
2020-09-25T07:00:00.000Z,2020-09-25T08:00:00.000Z,355
2020-09-25T08:00:00.000Z,2020-09-25T09:00:00.000Z,332
2020-09-25T09:00:00.000Z,2020-09-25T10:00:00.000Z,340
2020-09-25T10:00:00.000Z,2020-09-25T11:00:00.000Z,416
2020-09-25T11:00:00.000Z,2020-09-25T12:00:00.000Z,565
2020-09-25T12:00:00.000Z,2020-09-25T13:00:00.000Z,667
2020-09-25T13:00:00.000Z,2020-09-25T14:00:00.000Z,693
2020-09-25T14:00:00.000Z,2020-09-25T15:00:00.000Z,740
2020-09-25T15:00:00.000Z,2020-09-25T16:00:00.000Z,866
2020-09-25T16:00:00.000Z,2020-09-25T17:00:00.000Z,793
2020-09-25T17:00:00.000Z,2020-09-25T18:00:00.000Z,732
2020-09-25T18:00:00.000Z,2020-09-25T19:00:00.000Z,622
2020-09-25T19:00:00.000Z,2020-09-25T20:00:00.000Z,761
2020-09-25T20:00:00.000Z,2020-09-25T21:00:00.000Z,783
2020-09-25T21:00:00.000Z,2020-09-25T22:00:00.000Z,717
2020-09-25T22:00:00.000Z,2020-09-25T23:00:00.000Z,658
2020-09-25T23:00:00.000Z,2020-09-26T00:00:00.000Z,640
2020-09-26T00:00:00.000Z,2020-09-26T01:00:00.000Z,612
2020-09-26T01:00:00.000Z,2020-09-26T02:00:00.000Z,610
2020-09-26T02:00:00.000Z,2020-09-26T03:00:00.000Z,516
2020-09-26T03:00:00.000Z,2020-09-26T04:00:00.000Z,452
2020-09-26T04:00:00.000Z,2020-09-26T05:00:00.000Z,354
2020-09-26T05:00:00.000Z,2020-09-26T06:00:00.000Z,289
2020-09-26T06:00:00.000Z,2020-09-26T07:00:00.000Z,293
2020-09-26T07:00:00.000Z,2020-09-26T08:00:00.000Z,223
2020-09-26T08:00:00.000Z,2020-09-26T09:00:00.000Z,219
2020-09-26T09:00:00.000Z,2020-09-26T10:00:00.000Z,226
2020-09-26T10:00:00.000Z,2020-09-26T11:00:00.000Z,263
2020-09-26T11:00:00.000Z,2020-09-26T12:00:00.000Z,381
2020-09-26T12:00:00.000Z,2020-09-26T13:00:00.000Z,463
2020-09-26T13:00:00.000Z,2020-09-26T14:00:00.000Z,543
2020-09-26T14:00:00.000Z,2020-09-26T15:00:00.000Z,630
2020-09-26T15:00:00.000Z,2020-09-26T16:00:00.000Z,722
2020-09-26T16:00:00.000Z,2020-09-26T17:00:00.000Z,660
2020-09-26T17:00:00.000Z,2020-09-26T18:00:00.000Z,714
2020-09-26T18:00:00.000Z,2020-09-26T19:00:00.000Z,685
2020-09-26T19:00:00.000Z,2020-09-26T20:00:00.000Z,603
2020-09-26T20:00:00.000Z,2020-09-26T21:00:00.000Z,605
2020-09-26T21:00:00.000Z,2020-09-26T22:00:00.000Z,533
2020-09-26T22:00:00.000Z,2020-09-26T23:00:00.000Z,525
2020-09-26T23:00:00.000Z,2020-09-27T00:00:00.000Z,609
2020-09-27T00:00:00.000Z,2020-09-27T01:00:00.000Z,545
2020-09-27T01:00:00.000Z,2020-09-27T02:00:00.000Z,545
2020-09-27T02:00:00.000Z,2020-09-27T03:00:00.000Z,481
2020-09-27T03:00:00.000Z,2020-09-27T04:00:00.000Z,462
2020-09-27T04:00:00.000Z,2020-09-27T05:00:00.000Z,359
2020-09-27T05:00:00.000Z,2020-09-27T06:00:00.000Z,317
2020-09-27T06:00:00.000Z,2020-09-27T07:00:00.000Z,307
2020-09-27T07:00:00.000Z,2020-09-27T08:00:00.000Z,255
2020-09-27T08:00:00.000Z,2020-09-27T09:00:00.000Z,263
2020-09-27T09:00:00.000Z,2020-09-27T10:00:00.000Z,218
2020-09-27T10:00:00.000Z,2020-09-27T11:00:00.000Z,227
2020-09-27T11:00:00.000Z,2020-09-27T12:00:00.000Z,311
2020-09-27T12:00:00.000Z,2020-09-27T13:00:00.000Z,333
2020-09-27T13:00:00.000Z,2020-09-27T14:00:00.000Z,432
2020-09-27T14:00:00.000Z,2020-09-27T15:00:00.000Z,508
2020-09-27T15:00:00.000Z,2020-09-27T16:00:00.000Z,523
2020-09-27T16:00:00.000Z,2020-09-27T17:00:00.000Z,523
2020-09-27T17:00:00.000Z,2020-09-27T18:00:00.000Z,508
2020-09-27T18:00:00.000Z,2020-09-27T19:00:00.000Z,515
2020-09-27T19:00:00.000Z,2020-09-27T20:00:00.000Z,489
2020-09-27T20:00:00.000Z,2020-09-27T21:00:00.000Z,468
2020-09-27T21:00:00.000Z,2020-09-27T22:00:00.000Z,452
2020-09-27T22:00:00.000Z,2020-09-27T23:00:00.000Z,429
2020-09-27T23:00:00.000Z,2020-09-28T00:00:00.000Z,400
2020-09-28T00:00:00.000Z,2020-09-28T01:00:00.000Z,398
2020-09-28T01:00:00.000Z,2020-09-28T02:00:00.000Z,415
2020-09-28T02:00:00.000Z,2020-09-28T03:00:00.000Z,346
2020-09-28T03:00:00.000Z,2020-09-28T04:00:00.000Z,258
2020-09-28T04:00:00.000Z,2020-09-28T05:00:00.000Z,226
2020-09-28T05:00:00.000Z,2020-09-28T06:00:00.000Z,271
2020-09-28T06:00:00.000Z,2020-09-28T07:00:00.000Z,212
2020-09-28T07:00:00.000Z,2020-09-28T08:00:00.000Z,182
2020-09-28T08:00:00.000Z,2020-09-28T09:00:00.000Z,157
2020-09-28T09:00:00.000Z,2020-09-28T10:00:00.000Z,150
2020-09-28T10:00:00.000Z,2020-09-28T11:00:00.000Z,182
2020-09-28T11:00:00.000Z,2020-09-28T12:00:00.000Z,244
2020-09-28T12:00:00.000Z,2020-09-28T13:00:00.000Z,290
2020-09-28T13:00:00.000Z,2020-09-28T14:00:00.000Z,407
2020-09-28T14:00:00.000Z,2020-09-28T15:00:00.000Z,472
2020-09-28T15:00:00.000Z,2020-09-28T16:00:00.000Z,467
2020-09-28T16:00:00.000Z,2020-09-28T17:00:00.000Z,537
2020-09-28T17:00:00.000Z,2020-09-28T18:00:00.000Z,584
2020-09-28T18:00:00.000Z,2020-09-28T19:00:00.000Z,577
2020-09-28T19:00:00.000Z,2020-09-28T20:00:00.000Z,653
2020-09-28T20:00:00.000Z,2020-09-28T21:00:00.000Z,486
2020-09-28T21:00:00.000Z,2020-09-28T22:00:00.000Z,487
2020-09-28T22:00:00.000Z,2020-09-28T23:00:00.000Z,484
2020-09-28T23:00:00.000Z,2020-09-29T00:00:00.000Z,461
2020-07-29T00:00:00.000Z,2020-07-29T01:00:00.000Z,973
2020-07-29T01:00:00.000Z,2020-07-29T02:00:00.000Z,945
2020-07-29T02:00:00.000Z,2020-07-29T03:00:00.000Z,838
2020-07-29T03:00:00.000Z,2020-07-29T04:00:00.000Z,727
2020-07-29T04:00:00.000Z,2020-07-29T05:00:00.000Z,669
2020-07-29T05:00:00.000Z,2020-07-29T06:00:00.000Z,537
2020-07-29T06:00:00.000Z,2020-07-29T07:00:00.000Z,505
2020-07-29T07:00:00.000Z,2020-07-29T08:00:00.000Z,442
2020-07-29T08:00:00.000Z,2020-07-29T09:00:00.000Z,464
2020-07-29T09:00:00.000Z,2020-07-29T10:00:00.000Z,583
2020-07-29T10:00:00.000Z,2020-07-29T11:00:00.000Z,523
2020-07-29T11:00:00.000Z,2020-07-29T12:00:00.000Z,675
2020-07-29T12:00:00.000Z,2020-07-29T13:00:00.000Z,835
2020-07-29T13:00:00.000Z,2020-07-29T14:00:00.000Z,931
2020-07-29T14:00:00.000Z,2020-07-29T15:00:00.000Z,993
2020-07-29T15:00:00.000Z,2020-07-29T16:00:00.000Z,1091
2020-07-29T16:00:00.000Z,2020-07-29T17:00:00.000Z,1370
2020-07-29T17:00:00.000Z,2020-07-29T18:00:00.000Z,1207
2020-07-29T18:00:00.000Z,2020-07-29T19:00:00.000Z,1146
2020-07-29T19:00:00.000Z,2020-07-29T20:00:00.000Z,1018
2020-07-29T20:00:00.000Z,2020-07-29T21:00:00.000Z,913
2020-07-29T21:00:00.000Z,2020-07-29T22:00:00.000Z,883
2020-07-29T22:00:00.000Z,2020-07-29T23:00:00.000Z,843
2020-07-29T23:00:00.000Z,2020-07-30T00:00:00.000Z,828
2020-07-30T00:00:00.000Z,2020-07-30T01:00:00.000Z,812
2020-07-30T01:00:00.000Z,2020-07-30T02:00:00.000Z,753
2020-07-30T02:00:00.000Z,2020-07-30T03:00:00.000Z,746
2020-07-30T03:00:00.000Z,2020-07-30T04:00:00.000Z,583
2020-07-30T04:00:00.000Z,2020-07-30T05:00:00.000Z,571
2020-07-30T05:00:00.000Z,2020-07-30T06:00:00.000Z,591
2020-07-30T06:00:00.000Z,2020-07-30T07:00:00.000Z,496
2020-07-30T07:00:00.000Z,2020-07-30T08:00:00.000Z,507
2020-07-30T08:00:00.000Z,2020-07-30T09:00:00.000Z,382
2020-07-30T09:00:00.000Z,2020-07-30T10:00:00.000Z,376
2020-07-30T10:00:00.000Z,2020-07-30T11:00:00.000Z,499
2020-07-30T11:00:00.000Z,2020-07-30T12:00:00.000Z,491
2020-07-30T12:00:00.000Z,2020-07-30T13:00:00.000Z,835
2020-07-30T13:00:00.000Z,2020-07-30T14:00:00.000Z,989
2020-07-30T14:00:00.000Z,2020-07-30T15:00:00.000Z,1055
2020-07-30T15:00:00.000Z,2020-07-30T16:00:00.000Z,1139
2020-07-30T16:00:00.000Z,2020-07-30T17:00:00.000Z,1183
2020-07-30T17:00:00.000Z,2020-07-30T18:00:00.000Z,1171
2020-07-30T18:00:00.000Z,2020-07-30T19:00:00.000Z,1278
2020-07-30T19:00:00.000Z,2020-07-30T20:00:00.000Z,945
2020-07-30T20:00:00.000Z,2020-07-30T21:00:00.000Z,871
2020-07-30T21:00:00.000Z,2020-07-30T22:00:00.000Z,794
2020-07-30T22:00:00.000Z,2020-07-30T23:00:00.000Z,1258
2020-07-30T23:00:00.000Z,2020-07-31T00:00:00.000Z,1109
2020-07-31T00:00:00.000Z,2020-07-31T01:00:00.000Z,999
2020-07-31T01:00:00.000Z,2020-07-31T02:00:00.000Z,1542
2020-07-31T02:00:00.000Z,2020-07-31T03:00:00.000Z,999
2020-07-31T03:00:00.000Z,2020-07-31T04:00:00.000Z,760
2020-07-31T04:00:00.000Z,2020-07-31T05:00:00.000Z,774
2020-07-31T05:00:00.000Z,2020-07-31T06:00:00.000Z,601
2020-07-31T06:00:00.000Z,2020-07-31T07:00:00.000Z,503
2020-07-31T07:00:00.000Z,2020-07-31T08:00:00.000Z,418
2020-07-31T08:00:00.000Z,2020-07-31T09:00:00.000Z,476
2020-07-31T09:00:00.000Z,2020-07-31T10:00:00.000Z,487
2020-07-31T10:00:00.000Z,2020-07-31T11:00:00.000Z,466
2020-07-31T11:00:00.000Z,2020-07-31T12:00:00.000Z,558
2020-07-31T12:00:00.000Z,2020-07-31T13:00:00.000Z,724
2020-07-31T13:00:00.000Z,2020-07-31T14:00:00.000Z,852
2020-07-31T14:00:00.000Z,2020-07-31T15:00:00.000Z,955
2020-07-31T15:00:00.000Z,2020-07-31T16:00:00.000Z,1099
2020-07-31T16:00:00.000Z,2020-07-31T17:00:00.000Z,1034
2020-07-31T17:00:00.000Z,2020-07-31T18:00:00.000Z,1113
2020-07-31T18:00:00.000Z,2020-07-31T19:00:00.000Z,999
2020-07-31T19:00:00.000Z,2020-07-31T20:00:00.000Z,965
2020-07-31T20:00:00.000Z,2020-07-31T21:00:00.000Z,944
2020-07-31T21:00:00.000Z,2020-07-31T22:00:00.000Z,880
2020-07-31T22:00:00.000Z,2020-07-31T23:00:00.000Z,942
2020-07-31T23:00:00.000Z,2020-08-01T00:00:00.000Z,845
2020-08-01T00:00:00.000Z,2020-08-01T01:00:00.000Z,870
2020-08-01T01:00:00.000Z,2020-08-01T02:00:00.000Z,824
2020-08-01T02:00:00.000Z,2020-08-01T03:00:00.000Z,685
2020-08-01T03:00:00.000Z,2020-08-01T04:00:00.000Z,595
2020-08-01T04:00:00.000Z,2020-08-01T05:00:00.000Z,624
2020-08-01T05:00:00.000Z,2020-08-01T06:00:00.000Z,540
2020-08-01T06:00:00.000Z,2020-08-01T07:00:00.000Z,414
2020-08-01T07:00:00.000Z,2020-08-01T08:00:00.000Z,458
2020-08-01T08:00:00.000Z,2020-08-01T09:00:00.000Z,455
2020-08-01T09:00:00.000Z,2020-08-01T10:00:00.000Z,286
2020-08-01T10:00:00.000Z,2020-08-01T11:00:00.000Z,399
2020-08-01T11:00:00.000Z,2020-08-01T12:00:00.000Z,478
2020-08-01T12:00:00.000Z,2020-08-01T13:00:00.000Z,628
2020-08-01T13:00:00.000Z,2020-08-01T14:00:00.000Z,645
2020-08-01T14:00:00.000Z,2020-08-01T15:00:00.000Z,1004
